fecha,indicativo,nombre,provincia,altitud,tmed,prec,tmin,horatmin,tmax,horatmax,hrMedia,hrMax,horaHrMax,hrMin,horaHrMin
2021-10-01,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"21,6","0,0","18,8",05:12,"24,4",15:03,77.0,84.0,05:20,69.0,15:40
2021-10-02,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"21,6","0,0","18,2",05:52,"24,9",11:53,76.0,88.0,05:20,66.0,11:00
2021-10-03,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"22,1","22,2","18,6",23:52,"25,6",12:56,75.0,87.0,23:59,56.0,22:20
2021-10-04,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"16,8","5,4","15,1",08:49,"18,6",Varias,80.0,91.0,Varias,68.0,15:00
2021-10-05,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"19,6","2,0","14,3",05:30,"24,8",15:03,57.0,83.0,00:30,40.0,12:20
2021-10-06,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"19,6","0,0","17,3",05:31,"21,9",14:19,70.0,87.0,05:40,60.0,14:00
2021-10-07,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"19,6","0,0","16,3",05:39,"22,8",14:35,65.0,79.0,01:50,50.0,23:30
2021-10-08,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"19,4","0,0","16,1",05:33,"22,8",13:17,63.0,76.0,21:30,50.0,00:00
2021-10-09,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"19,3","0,0","17,7",06:05,"20,9",Varias,74.0,82.0,05:10,66.0,11:00
2021-10-10,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"19,2","0,0","17,2",05:40,"21,1",13:53,67.0,78.0,05:00,57.0,13:20
2021-10-11,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"19,6","0,0","16,0",06:15,"23,2",13:17,66.0,79.0,05:00,51.0,13:20
2021-10-12,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"19,0","0,0","14,7",05:32,"23,4",12:32,65.0,84.0,05:40,48.0,15:10
2021-10-13,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"19,7","0,0","16,7",Varias,"22,7",15:02,61.0,82.0,02:10,51.0,15:10
2021-10-14,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"18,8","0,0","16,3",06:41,"21,3",13:50,60.0,76.0,Varias,52.0,10:50
2021-10-15,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"20,2","0,0","16,2",05:32,"24,1",12:53,69.0,86.0,Varias,58.0,13:30
2021-10-16,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"20,2","0,0","18,2",05:23,"22,3",12:48,72.0,86.0,Varias,60.0,14:40
2021-10-17,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"19,8","0,0","17,0",05:47,"22,5",13:08,73.0,82.0,20:10,65.0,Varias
2021-10-18,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"20,4","0,0","17,6",05:35,"23,3",14:42,80.0,87.0,Varias,68.0,14:30
2021-10-19,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"21,0","0,0","17,8",06:05,"24,1",12:37,75.0,90.0,06:50,63.0,Varias
2021-10-20,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"21,0","0,0","18,6",23:31,"23,3",13:37,69.0,81.0,23:30,63.0,13:50
2021-10-21,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"19,3","0,2","17,7",Varias,"20,9",12:13,73.0,87.0,05:10,69.0,15:00
2021-10-22,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"18,4","0,0","16,4",23:48,"20,4",10:59,69.0,78.0,22:40,59.0,10:40
2021-10-23,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"17,0","0,0","14,0",06:14,"20,0",14:33,63.0,78.0,00:10,52.0,10:40
2021-10-24,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"17,9","0,0","13,7",02:45,"22,1",13:36,67.0,83.0,20:30,50.0,09:20
2021-10-25,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"17,6","0,0","14,7",05:53,"20,6",13:15,76.0,81.0,Varias,69.0,09:20
2021-10-26,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"18,2","0,0","14,6",05:38,"21,9",13:58,69.0,87.0,05:40,53.0,14:30
2021-10-27,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"17,3","0,0","14,3",05:39,"20,3",12:36,68.0,81.0,05:20,58.0,Varias
2021-10-28,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"17,8","0,0","14,6",05:16,"21,1",13:59,70.0,82.0,23:50,58.0,10:00
2021-10-29,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"18,8","16,4","15,7",00:06,"21,9",13:18,74.0,92.0,21:30,62.0,13:10
2021-10-30,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"19,7","4,0","17,4",03:08,"22,0",14:49,88.0,91.0,Varias,79.0,15:00
2021-10-31,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"21,1","0,2","17,3",05:45,"24,9",14:43,78.0,91.0,06:00,58.0,14:30
2021-11-01,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"19,5","0,4","15,0",23:47,"24,0",14:47,61.0,92.0,04:40,34.0,15:40
2021-11-02,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"16,7","0,2","13,5",Varias,"19,9",13:35,49.0,64.0,23:59,42.0,12:40
2021-11-03,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"14,8","0,2","12,1",23:38,"17,6",12:44,61.0,75.0,06:00,44.0,12:40
2021-11-04,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"13,6","0,2","10,4",06:24,"16,8",13:04,64.0,81.0,23:30,59.0,Varias
2021-11-05,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"13,0","0,0","9,9",Varias,"16,2",14:41,64.0,78.0,00:20,49.0,23:30
2021-11-06,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"14,0","0,0","9,1",05:36,"18,8",14:11,38.0,55.0,05:10,30.0,11:10
2021-11-07,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"14,2","0,0","9,2",05:28,"19,2",14:43,44.0,58.0,00:50,29.0,14:00
2021-11-08,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"14,8","0,0","10,3",06:20,"19,3",13:05,60.0,75.0,19:50,43.0,13:40
2021-11-09,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"13,7","0,0","10,7",05:29,"16,7",15:26,54.0,73.0,05:30,40.0,Varias
2021-11-10,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"14,9","13,8","13,4",15:26,"16,4",11:28,76.0,90.0,15:40,61.0,00:50
2021-11-11,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"16,4","2,2","14,6",00:49,"18,2",13:40,78.0,85.0,08:30,67.0,Varias
2021-11-12,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"17,8","0,0","15,7",09:10,"20,0",15:00,62.0,74.0,05:00,55.0,16:00
2021-11-13,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"17,3","0,0","15,1",05:34,"19,5",Varias,68.0,79.0,Varias,58.0,09:40
2021-11-14,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"14,8","3,6","12,6",Varias,"16,9",11:24,73.0,91.0,23:30,65.0,Varias
2021-11-15,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"13,2","0,0","11,1",07:06,"15,4",14:59,69.0,89.0,00:00,56.0,15:00
2021-11-16,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"13,4","1,4","11,1",10:06,"15,6",14:58,66.0,80.0,10:20,59.0,Varias
2021-11-17,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"13,6","0,0","10,4",06:12,"16,9",12:46,64.0,78.0,21:50,51.0,12:00
2021-11-18,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"13,1","0,0","9,4",05:22,"16,8",13:49,63.0,77.0,Varias,52.0,13:50
2021-11-19,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"13,0","0,0","9,2",06:03,"16,7",14:40,73.0,86.0,23:40,64.0,14:40
2021-11-20,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"12,6","0,0","9,3",06:38,"15,8",13:56,77.0,88.0,Varias,66.0,14:30
2021-11-21,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"14,4","0,0","12,4",06:07,"16,4",14:55,81.0,87.0,Varias,63.0,10:30
2021-11-22,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"13,0","0,0","11,1",06:52,"15,0",12:48,72.0,88.0,00:00,62.0,Varias
2021-11-23,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"13,4","28,8","11,9",Varias,"14,9",11:59,78.0,92.0,Varias,63.0,Varias
2021-11-24,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"12,5","17,4","10,1",22:28,"14,9",14:15,81.0,91.0,07:20,69.0,18:00
2021-11-25,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"11,4","5,2","9,5",05:40,"13,4",14:59,72.0,88.0,09:30,63.0,15:20
2021-11-26,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"11,6","0,0","8,9",05:18,"14,3",13:48,62.0,72.0,00:40,54.0,14:50
2021-11-27,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"10,2","0,0","6,8",23:06,"13,7",12:49,59.0,71.0,05:10,52.0,Varias
2021-11-28,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"8,8","0,0","5,8",05:24,"11,9",14:44,56.0,68.0,23:50,43.0,15:20
2021-11-29,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"10,4","0,0","5,7",07:24,"15,0",13:24,54.0,70.0,05:10,40.0,Varias
2021-11-30,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"11,3","0,0","7,5",02:11,"15,1",14:20,70.0,79.0,22:20,59.0,15:10
2021-12-01,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"12,0","0,8","8,3",06:34,"15,6",14:34,69.0,79.0,Varias,52.0,14:40
2021-12-02,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"12,0","0,0","8,7",23:25,"15,4",14:02,59.0,81.0,05:20,25.0,20:30
2021-12-03,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"10,6","0,0","6,7",07:32,"14,5",13:35,59.0,69.0,Varias,36.0,00:00
2021-12-04,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"14,1","0,0","9,6",05:36,"18,6",12:57,57.0,79.0,05:20,45.0,13:00
2021-12-05,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"10,4","0,0","7,6",23:47,"13,2",14:47,50.0,61.0,05:50,40.0,21:30
2021-12-06,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"11,2","0,0","6,8",01:39,"15,7",14:58,47.0,74.0,23:50,34.0,14:30
2021-12-07,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"11,8","0,0","7,9",07:27,"15,6",Varias,70.0,82.0,06:30,53.0,11:30
2021-12-08,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"11,5","0,0","8,3",23:53,"14,7",14:19,41.0,84.0,02:40,34.0,Varias
2021-12-09,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"9,8","0,0","6,7",05:40,"12,9",13:03,54.0,70.0,23:59,42.0,13:00
2021-12-10,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"13,7","0,0","10,1",00:01,"17,3",Varias,54.0,75.0,02:30,45.0,15:00
2021-12-11,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"10,8","0,0","7,6",05:21,"14,0",12:57,69.0,78.0,05:20,61.0,00:00
2021-12-12,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"14,0","0,0","10,2",05:25,"17,8",14:33,66.0,81.0,06:10,51.0,13:30
2021-12-13,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"12,9","0,0","8,7",06:54,"17,1",13:23,78.0,87.0,Varias,64.0,13:20
2021-12-14,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"11,2","0,0","8,2",04:34,"14,3",Varias,81.0,89.0,Varias,72.0,09:30
2021-12-15,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"11,4","0,0","7,2",06:49,"15,6",14:56,71.0,89.0,Varias,53.0,11:00
2021-12-16,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"11,4","0,0","8,4",05:28,"14,3",Varias,76.0,88.0,23:10,68.0,13:10
2021-12-17,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"11,7","0,0","10,2",00:01,"13,2",Varias,75.0,87.0,00:00,71.0,11:30
2021-12-18,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"11,1","0,0","7,8",05:15,"14,4",14:28,77.0,85.0,06:30,68.0,12:40
2021-12-19,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"10,6","0,0","7,4",06:35,"13,9",13:16,79.0,87.0,Varias,67.0,12:30
2021-12-20,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"11,8","0,0","7,9",00:34,"15,7",15:09,57.0,82.0,00:00,48.0,13:00
2021-12-21,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"10,0","0,0","6,9",05:12,"13,0",13:06,74.0,83.0,Varias,60.0,00:10
2021-12-22,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"11,2","0,2","10,6",05:22,"11,8",00:51,85.0,93.0,19:30,78.0,10:00
2021-12-23,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"13,1","0,0","11,3",00:29,"14,9",14:57,85.0,92.0,Varias,77.0,15:10
2021-12-24,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"14,4","0,2","13,3",05:26,"15,6",14:56,82.0,90.0,08:30,75.0,16:50
2021-12-25,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"14,9","0,0","10,7",08:10,"19,1",14:27,70.0,89.0,Varias,48.0,15:00
2021-12-26,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"14,2","0,0","10,8",06:48,"17,7",13:59,66.0,79.0,05:20,53.0,14:00
2021-12-27,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"16,2","0,0","12,6",05:33,"19,8",14:57,58.0,77.0,05:40,47.0,15:50
2021-12-28,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"17,4","0,0","14,5",02:04,"20,2",14:47,53.0,62.0,02:00,48.0,Varias
2021-12-29,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"17,2","0,0","12,8",07:25,"21,7",14:55,61.0,75.0,07:30,46.0,14:40
2021-12-30,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"16,3","0,0","12,7",05:25,"19,9",14:55,67.0,81.0,05:00,54.0,14:30
2021-12-31,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"14,6","0,0","10,7",06:44,"18,6",14:18,78.0,91.0,21:50,62.0,14:10
2022-01-01,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"13,2","0,0","8,4",04:12,"18,0",14:34,75.0,91.0,Varias,61.0,14:30
2022-01-02,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"12,4","0,0","9,2",03:48,"15,6",13:56,80.0,91.0,00:00,65.0,08:50
2022-01-03,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"12,3","0,0","8,4",07:26,"16,2",14:39,79.0,91.0,02:40,65.0,10:00
2022-01-04,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"16,6","5,6","11,9",05:13,"21,3",14:48,65.0,89.0,23:10,51.0,11:30
2022-01-05,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"11,0","1,0","8,2",24:00,"13,7",00:33,70.0,88.0,01:40,51.0,13:10
2022-01-06,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"9,5","0,0","5,8",07:39,"13,2",14:58,43.0,61.0,00:40,30.0,14:20
2022-01-07,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"9,5","0,0","5,8",07:48,"13,2",14:02,47.0,59.0,17:50,33.0,13:00
2022-01-08,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"11,7","0,0","8,3",00:25,"15,1",15:11,54.0,65.0,16:30,47.0,15:10
2022-01-09,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"13,2","0,0","10,1",00:01,"16,3",15:03,56.0,71.0,23:40,45.0,00:20
2022-01-10,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"11,2","0,0","10,1",13:41,"12,4",02:32,81.0,86.0,13:10,71.0,00:00
2022-01-11,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"12,6","0,0","8,2",06:16,"17,0",13:57,74.0,87.0,19:50,43.0,13:50
2022-01-12,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"10,4","0,0","7,9",24:00,"12,9",13:56,65.0,73.0,05:30,54.0,15:00
2022-01-13,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"9,4","0,0","5,7",06:42,"13,0",15:01,67.0,79.0,05:40,53.0,21:30
2022-01-14,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"10,2","0,0","6,5",03:23,"13,8",13:30,58.0,75.0,22:10,41.0,10:20
2022-01-15,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"11,0","0,0","7,1",07:22,"14,8",13:29,39.0,71.0,00:00,28.0,13:10
2022-01-16,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"9,4","0,0","5,0",06:24,"13,8",Varias,50.0,58.0,06:40,35.0,12:00
2022-01-17,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"12,2","0,0","7,7",02:42,"16,8",14:22,45.0,56.0,17:00,21.0,14:20
2022-01-18,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"9,8","0,0","6,6",06:50,"13,0",13:56,66.0,77.0,Varias,40.0,10:30
2022-01-19,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"10,0","0,0","7,4",07:29,"12,6",Varias,70.0,80.0,23:59,60.0,13:10
2022-01-20,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"10,7","0,0","7,2",03:38,"14,2",13:34,65.0,81.0,05:10,50.0,12:40
2022-01-21,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"9,8","0,0","7,1",04:23,"12,4",13:53,59.0,72.0,04:20,53.0,14:10
2022-01-22,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"9,2","0,0","5,2",07:41,"13,1",15:00,47.0,60.0,00:00,35.0,14:50
2022-01-23,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"9,0","0,0","4,9",07:14,"13,2",14:22,67.0,77.0,23:40,55.0,00:00
2022-01-24,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"9,8","0,0","5,7",06:15,"13,9",14:51,73.0,83.0,05:10,61.0,15:00
2022-01-25,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"9,8","0,0","5,5",06:01,"14,1",15:02,76.0,87.0,05:40,64.0,13:20
2022-01-26,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"10,4","0,0","5,4",07:10,"15,3",14:43,65.0,87.0,02:30,40.0,21:20
2022-01-27,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"10,4","0,0","5,9",05:46,"14,9",14:37,71.0,86.0,20:40,40.0,01:30
2022-01-28,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"12,9","0,0","6,0",05:50,"19,8",14:56,36.0,71.0,00:10,21.0,13:00
2022-01-29,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"12,4","0,0","7,4",05:37,"17,4",14:56,51.0,70.0,19:20,33.0,15:00
2022-01-30,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"12,4","0,0","6,6",06:52,"18,3",13:39,54.0,69.0,00:10,27.0,19:40
2022-01-31,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"12,0","0,0","9,1",06:43,"15,0",Varias,66.0,82.0,Varias,35.0,00:00
2022-02-01,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"13,0","0,0","9,0",05:25,"17,0",13:18,46.0,86.0,02:10,33.0,13:00
2022-02-02,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"13,2","0,0","10,4",23:46,"16,1",13:12,65.0,80.0,17:30,46.0,00:00
2022-02-03,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"12,3","0,0","7,6",06:32,"17,0",14:52,75.0,88.0,20:20,60.0,15:00
2022-02-04,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"12,2","0,0","9,5",06:48,"14,8",11:59,79.0,87.0,Varias,65.0,11:10
2022-02-05,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"12,8","0,0","10,5",07:13,"15,1",14:37,80.0,89.0,05:40,74.0,Varias
2022-02-06,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"12,4","0,0","9,2",07:40,"15,7",13:27,51.0,84.0,Varias,40.0,12:30
2022-02-07,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"13,4","0,0","8,8",04:26,"18,0",13:27,49.0,67.0,23:59,34.0,13:50
2022-02-08,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"12,8","0,0","9,6",05:30,"16,1",13:13,70.0,84.0,23:40,62.0,13:10
2022-02-09,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"12,4","0,0","9,2",05:47,"15,6",13:11,74.0,86.0,06:10,57.0,15:20
2022-02-10,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"11,6","0,0","7,8",07:03,"15,4",13:19,75.0,89.0,07:40,64.0,13:00
2022-02-11,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"12,2","0,0","7,7",05:48,"16,8",13:17,69.0,85.0,02:10,54.0,13:20
2022-02-12,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"12,0","0,8","11,0",05:51,"13,0",01:32,76.0,84.0,Varias,67.0,15:20
2022-02-13,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"13,6","0,0","11,0",00:47,"16,1",13:47,76.0,89.0,05:10,60.0,14:20
2022-02-14,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"14,4","0,0","11,0",24:00,"17,9",15:15,64.0,88.0,Varias,28.0,14:50
2022-02-15,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"13,4","0,0","8,4",Varias,"18,5",14:48,50.0,73.0,20:20,23.0,14:20
2022-02-16,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"13,4","0,0","10,3",00:52,"16,6",14:41,52.0,81.0,20:10,41.0,14:40
2022-02-17,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"15,9","0,0","11,2",05:29,"20,6",12:49,61.0,83.0,22:40,45.0,Varias
2022-02-18,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"14,0","0,0","9,5",06:50,"18,6",15:01,78.0,87.0,21:10,50.0,15:40
2022-02-19,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"12,0","0,0","10,5",23:58,"13,6",11:04,69.0,87.0,Varias,58.0,13:20
2022-02-20,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"12,2","0,0","8,1",06:26,"16,2",12:48,61.0,73.0,Varias,41.0,12:30
2022-02-21,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"14,3","0,0","9,3",07:10,"19,3",15:30,63.0,79.0,18:40,39.0,12:00
2022-02-22,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"13,1","0,0","9,6",05:38,"16,6",11:45,57.0,76.0,01:10,35.0,11:10
2022-02-23,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"13,8","0,0","10,5",06:49,"17,2",11:45,71.0,81.0,05:30,52.0,11:50
2022-02-24,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"14,0","0,0","11,0",06:50,"17,0",Varias,70.0,91.0,07:30,44.0,12:20
2022-02-25,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"13,0","2,6","11,1",04:04,"14,9",12:00,73.0,85.0,01:40,60.0,10:30
2022-02-26,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"11,1","0,0","9,5",05:53,"12,7",00:01,61.0,89.0,05:10,42.0,10:40
2022-02-27,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"11,3","0,0","7,9",06:39,"14,7",Varias,62.0,82.0,Varias,49.0,Varias
2022-02-28,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"13,5","0,0","11,3",23:50,"15,7",11:49,64.0,74.0,23:50,57.0,11:50
2022-03-01,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"12,6","0,0","9,1",06:27,"16,2",13:55,73.0,84.0,05:20,60.0,13:40
2022-03-02,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"12,2","0,6","10,1",04:41,"14,4",15:03,79.0,87.0,19:50,75.0,13:50
2022-03-03,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"13,8","0,0","10,5",Varias,"17,0",12:29,68.0,83.0,02:50,47.0,14:10
2022-03-04,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"13,4","0,0","10,5",06:30,"16,2",11:24,70.0,81.0,19:20,52.0,11:40
2022-03-05,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"13,8","7,4","11,3",06:15,"16,2",13:48,54.0,66.0,Varias,43.0,16:00
2022-03-06,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"10,9","0,8","9,3",06:43,"12,5",Varias,76.0,91.0,07:00,59.0,12:50
2022-03-07,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"12,3","0,2","10,5",Varias,"14,1",13:55,66.0,74.0,04:40,58.0,09:30
2022-03-08,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"10,2","2,2","8,4",06:12,"12,1",15:03,80.0,85.0,Varias,69.0,00:00
2022-03-09,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"12,4","5,8","9,8",04:27,"15,1",15:25,78.0,90.0,10:30,66.0,16:00
2022-03-11,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"13,2","22,4","11,3",Varias,"15,1",Varias,80.0,90.0,23:59,67.0,15:00
2022-03-12,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"12,2","15,6","11,1",23:54,"13,2",Varias,88.0,94.0,Varias,80.0,Varias
2022-03-13,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"13,4","0,8","10,4",03:10,"16,3",Varias,82.0,90.0,06:30,58.0,16:00
2022-03-14,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"13,2","0,2","11,9",01:37,"14,5",Varias,81.0,84.0,Varias,62.0,02:40
2022-03-15,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"14,2","0,0","13,4",06:36,"14,9",11:20,87.0,90.0,Varias,83.0,Varias
2022-03-16,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"14,6","0,0","13,6",05:17,"15,7",23:56,82.0,87.0,01:40,60.0,23:50
2022-03-17,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"14,6","0,0","13,3",05:19,"16,0",14:05,75.0,84.0,05:20,58.0,22:20
2022-03-18,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"15,1","1,4","13,8",Varias,"16,4",10:24,59.0,75.0,02:40,49.0,19:40
2022-03-19,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"12,7","0,2","11,5",05:41,"13,9",02:03,75.0,85.0,05:10,60.0,00:00
2022-03-20,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"13,6","0,4","11,7",Varias,"15,5",10:45,85.0,90.0,13:10,69.0,Varias
2022-03-21,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"13,4","1,4","11,8",23:36,"15,1",13:10,75.0,89.0,00:00,66.0,16:30
