fecha,indicativo,nombre,provincia,altitud,tmed,prec,tmin,horatmin,tmax,horatmax,dir,velmedia,racha,horaracha,hrMedia,hrMax,horaHrMax,hrMin,horaHrMin
2021-07-13,0201D,"BARCELONA, PORT OL�MPIC",BARCELONA,26,"22,0","0,0","18,5",05:00,"25,6",17:30,24.0,"5,0","11,1",18:00,53,76,20:20,37,01:00
2021-07-14,0201D,"BARCELONA, PORT OL�MPIC",BARCELONA,26,"22,0","0,1","18,8",03:30,"25,2",11:00,10.0,"5,0","11,4",17:40,72,90,23:50,53,07:30
2021-07-15,0201D,"BARCELONA, PORT OL�MPIC",BARCELONA,26,"22,8","0,0","20,5",03:20,"25,1",11:20,21.0,"3,3","9,7",14:40,80,92,02:50,70,07:50
2021-07-16,0201D,"BARCELONA, PORT OL�MPIC",BARCELONA,26,"23,2","0,0","21,4",04:00,"25,1",08:30,21.0,"5,0","9,2",13:40,80,91,00:40,71,10:40
2021-07-17,0201D,"BARCELONA, PORT OL�MPIC",BARCELONA,26,"23,8","0,0","21,8",05:00,"25,7",08:20,21.0,"5,0","9,4",13:10,84,91,01:00,71,12:30
2021-07-18,0201D,"BARCELONA, PORT OL�MPIC",BARCELONA,26,"24,6","0,0","21,9",05:00,"27,3",12:20,21.0,"3,6","8,9",09:10,82,91,Varias,72,12:10
2021-07-19,0201D,"BARCELONA, PORT OL�MPIC",BARCELONA,26,"26,6","0,0","23,4",04:30,"29,7",15:50,25.0,"5,0","12,5",16:30,59,87,05:10,51,17:00
2021-07-20,0201D,"BARCELONA, PORT OL�MPIC",BARCELONA,26,"26,6","0,0","24,3",01:10,"28,9",09:40,21.0,"4,4","11,7",14:00,77,90,15:10,61,09:30
2021-07-21,0201D,"BARCELONA, PORT OL�MPIC",BARCELONA,26,"26,2","0,0","24,4",05:00,"28,1",07:30,22.0,"4,7","9,2",13:40,84,91,Varias,66,07:30
2021-07-22,0201D,"BARCELONA, PORT OL�MPIC",BARCELONA,26,"26,2","0,0","24,1",01:30,"28,2",07:40,21.0,"4,7","10,0",12:40,76,92,Varias,52,07:00
2021-07-23,0201D,"BARCELONA, PORT OL�MPIC",BARCELONA,26,"25,9","0,0","23,4",04:20,"28,4",07:50,21.0,"2,8","9,2",11:00,84,92,Varias,59,06:40
2021-07-24,0201D,"BARCELONA, PORT OL�MPIC",BARCELONA,26,"25,0","0,0","22,8",01:50,"27,3",08:30,11.0,"4,2","8,9",14:40,76,92,Varias,64,07:10
2021-07-25,0201D,"BARCELONA, PORT OL�MPIC",BARCELONA,26,"26,2","0,0","23,5",05:00,"28,9",07:50,18.0,"3,6","8,6",11:40,76,83,Varias,59,07:50
2021-07-26,0201D,"BARCELONA, PORT OL�MPIC",BARCELONA,26,"25,8","0,0","23,4",02:00,"28,2",08:30,20.0,"2,8","7,8",12:10,71,86,11:10,52,08:20
2021-07-27,0201D,"BARCELONA, PORT OL�MPIC",BARCELONA,26,"26,0","0,0","23,1",05:00,"28,9",09:40,99.0,"5,6","11,7",Varias,73,90,Varias,48,09:30
2021-07-28,0201D,"BARCELONA, PORT OL�MPIC",BARCELONA,26,"25,2","0,0","22,9",21:00,"27,5",11:30,9.0,"6,9","13,6",06:50,83,91,Varias,71,11:20
2021-07-29,0201D,"BARCELONA, PORT OL�MPIC",BARCELONA,26,"25,2","0,0","22,4",05:00,"28,0",08:30,99.0,"4,7","8,1",Varias,81,91,22:50,62,08:20
2021-07-30,0201D,"BARCELONA, PORT OL�MPIC",BARCELONA,26,"25,7","0,0","23,7",05:20,"27,7",08:40,9.0,"3,1","10,8",20:00,87,94,19:30,81,07:10
2021-07-31,0201D,"BARCELONA, PORT OL�MPIC",BARCELONA,26,"23,0","7,5","18,2",20:00,"27,9",10:00,26.0,"3,9","20,8",19:50,79,92,20:50,60,09:30
2021-08-01,0201D,"BARCELONA, PORT OL�MPIC",BARCELONA,26,"21,3","0,0","18,4",05:30,"24,2",16:40,21.0,"3,9","9,2",12:50,69,90,23:59,59,10:00
2021-08-02,0201D,"BARCELONA, PORT OL�MPIC",BARCELONA,26,"22,8","0,0","19,7",04:00,"25,9",15:30,14.0,"3,6","8,1",10:50,83,90,Varias,76,12:30
2021-08-03,0201D,"BARCELONA, PORT OL�MPIC",BARCELONA,26,"24,2","0,0","21,5",05:10,"26,8",09:50,99.0,"5,0","10,8",13:50,79,90,Varias,71,Varias
2021-08-04,0201D,"BARCELONA, PORT OL�MPIC",BARCELONA,26,"24,0","0,0","20,6",19:50,"27,5",14:10,9.0,"6,1","15,6",16:10,87,93,15:50,74,06:20
2021-08-05,0201D,"BARCELONA, PORT OL�MPIC",BARCELONA,26,"23,9","0,0","20,6",04:00,"27,2",16:10,23.0,"4,7","12,8",16:20,81,93,Varias,70,07:30
2021-08-06,0201D,"BARCELONA, PORT OL�MPIC",BARCELONA,26,"24,2","0,0","22,7",21:30,"25,7",14:10,9.0,"5,8","9,7",08:00,86,93,Varias,76,14:00
2021-08-07,0201D,"BARCELONA, PORT OL�MPIC",BARCELONA,26,"24,9","0,0","22,4",04:00,"27,4",14:30,11.0,"4,2","11,4",14:50,88,91,Varias,70,22:20
2021-08-08,0201D,"BARCELONA, PORT OL�MPIC",BARCELONA,26,"24,0","0,0","21,7",05:00,"26,3",11:50,10.0,"5,3","8,9",17:40,72,82,21:50,65,11:40
2021-08-09,0201D,"BARCELONA, PORT OL�MPIC",BARCELONA,26,"23,4","0,5","20,5",04:00,"26,4",13:30,12.0,"1,9","5,3",09:30,69,88,22:10,51,07:50
2021-08-10,0201D,"BARCELONA, PORT OL�MPIC",BARCELONA,26,"25,6","0,0","21,4",06:10,"29,7",16:40,9.0,"1,9","7,5",14:10,72,90,22:30,44,16:20
2021-08-11,0201D,"BARCELONA, PORT OL�MPIC",BARCELONA,26,"26,2","0,0","22,6",01:30,"29,7",14:50,9.0,"2,2","7,5",11:20,66,88,00:50,46,09:30
2021-08-12,0201D,"BARCELONA, PORT OL�MPIC",BARCELONA,26,"26,2","0,0","23,5",05:40,"29,0",14:00,27.0,"2,8","6,1",01:50,87,93,Varias,66,07:50
2021-08-13,0201D,"BARCELONA, PORT OL�MPIC",BARCELONA,26,"26,8","0,0","22,9",01:50,"30,7",09:50,99.0,"1,9","4,2",Varias,73,93,Varias,49,11:10
2021-08-14,0201D,"BARCELONA, PORT OL�MPIC",BARCELONA,26,"28,0","0,0","23,8",05:40,"32,1",16:00,23.0,"2,5","13,3",16:10,80,92,Varias,42,16:00
2021-08-15,0201D,"BARCELONA, PORT OL�MPIC",BARCELONA,26,"26,2","0,0","24,0",04:50,"28,3",15:20,5.0,"2,2","7,8",03:50,88,93,Varias,82,14:20
2021-08-16,0201D,"BARCELONA, PORT OL�MPIC",BARCELONA,26,"27,2","0,0","24,2",05:00,"30,2",09:50,21.0,"4,4","10,0",14:00,77,90,Varias,56,09:30
2021-08-17,0201D,"BARCELONA, PORT OL�MPIC",BARCELONA,26,"23,8","0,0","21,1",06:00,"26,5",09:30,8.0,"4,2","8,1",22:40,66,90,22:50,50,09:00
2021-08-18,0201D,"BARCELONA, PORT OL�MPIC",BARCELONA,26,"24,2","0,0","21,3",06:00,"27,1",16:00,9.0,"4,4","8,1",02:00,71,91,Varias,48,08:40
2021-08-19,0201D,"BARCELONA, PORT OL�MPIC",BARCELONA,26,"23,8","0,4","21,2",05:20,"26,4",10:20,15.0,"2,8","7,8",11:50,88,91,Varias,83,06:50
2021-08-20,0201D,"BARCELONA, PORT OL�MPIC",BARCELONA,26,"24,8","0,0","21,6",05:40,"28,1",13:00,20.0,"3,3","8,6",16:10,82,90,Varias,76,07:30
2021-08-21,0201D,"BARCELONA, PORT OL�MPIC",BARCELONA,26,"25,4","0,0","23,5",04:00,"27,3",16:20,21.0,"3,6","9,7",14:50,87,93,23:40,83,16:20
2021-08-22,0201D,"BARCELONA, PORT OL�MPIC",BARCELONA,26,"25,8","0,0","22,5",04:40,"29,0",11:00,18.0,"2,5","5,6",13:10,75,93,Varias,58,07:30
2021-08-23,0201D,"BARCELONA, PORT OL�MPIC",BARCELONA,26,"24,8","3,0","22,6",05:00,"27,1",08:50,21.0,"4,2","8,6",15:20,85,88,Varias,75,08:10
2021-08-24,0201D,"BARCELONA, PORT OL�MPIC",BARCELONA,26,"23,8","0,7","21,0",04:50,"26,7",14:00,21.0,"3,1","8,1",15:00,75,94,03:10,61,13:10
2021-08-25,0201D,"BARCELONA, PORT OL�MPIC",BARCELONA,26,"24,0","0,0","21,7",23:59,"26,4",10:00,13.0,"2,8","7,5",11:20,79,88,19:50,55,19:20
2021-08-26,0201D,"BARCELONA, PORT OL�MPIC",BARCELONA,26,"23,8","0,0","20,5",05:30,"27,1",09:30,23.0,"5,0","10,8",16:30,84,92,Varias,67,09:10
2021-08-27,0201D,"BARCELONA, PORT OL�MPIC",BARCELONA,26,"25,9","0,0","23,1",04:50,"28,7",09:10,8.0,"3,1","10,3",19:20,88,92,Varias,81,09:00
2021-08-28,0201D,"BARCELONA, PORT OL�MPIC",BARCELONA,26,"24,7","0,0","23,0",05:30,"26,4",12:00,12.0,"5,6","10,0",05:50,72,89,01:20,64,10:50
2021-08-29,0201D,"BARCELONA, PORT OL�MPIC",BARCELONA,26,"23,9","0,0","22,0",23:59,"25,8",08:50,21.0,"4,2","8,9",14:10,69,83,22:40,61,08:40
2021-08-30,0201D,"BARCELONA, PORT OL�MPIC",BARCELONA,26,"22,3","2,4","20,8",04:40,"23,8",12:00,10.0,"2,2","9,2",08:50,87,92,15:00,82,Varias
2021-08-31,0201D,"BARCELONA, PORT OL�MPIC",BARCELONA,26,"23,4","0,0","20,7",04:00,"26,1",15:40,9.0,"5,0","10,0",17:40,83,91,03:40,74,12:00
2021-09-01,0201D,"BARCELONA, PORT OL�MPIC",BARCELONA,26,"22,6","0,4","20,6",05:50,"24,6",20:40,8.0,"5,6","12,8",19:40,81,89,00:00,53,22:50
2021-09-02,0201D,"BARCELONA, PORT OL�MPIC",BARCELONA,26,"23,0","1,5","20,3",03:30,"25,8",15:40,10.0,"10,3","15,3",06:30,86,89,Varias,63,00:00
2021-09-03,0201D,"BARCELONA, PORT OL�MPIC",BARCELONA,26,"24,2","0,2","20,9",05:00,"27,5",13:30,11.0,"3,9","10,8",19:30,81,91,17:40,70,09:50
2021-09-04,0201D,"BARCELONA, PORT OL�MPIC",BARCELONA,26,"23,2","0,0","20,5",04:20,"25,8",12:10,21.0,"3,1","6,9",14:40,87,90,Varias,82,12:00
2021-09-05,0201D,"BARCELONA, PORT OL�MPIC",BARCELONA,26,"24,8","0,0","22,0",03:50,"27,7",14:20,22.0,"4,4","11,1",13:20,87,92,23:20,81,08:40
2021-09-06,0201D,"BARCELONA, PORT OL�MPIC",BARCELONA,26,"25,2","0,0","23,5",04:00,"26,8",08:50,20.0,"3,9","8,6",16:30,89,92,Varias,83,08:00
2021-09-07,0201D,"BARCELONA, PORT OL�MPIC",BARCELONA,26,"25,6","0,2","23,6",04:20,"27,6",10:50,21.0,"3,1","5,6",17:40,87,92,Varias,83,16:40
2021-09-08,0201D,"BARCELONA, PORT OL�MPIC",BARCELONA,26,"25,4","0,0","22,3",05:00,"28,5",12:50,10.0,"4,7","8,9",20:50,87,92,Varias,67,08:20
2021-09-09,0201D,"BARCELONA, PORT OL�MPIC",BARCELONA,26,"25,0","0,2","23,0",23:59,"26,9",13:30,99.0,"5,8","11,7",Varias,86,91,Varias,76,09:10
2021-09-10,0201D,"BARCELONA, PORT OL�MPIC",BARCELONA,26,"23,9","0,1","20,9",20:00,"26,9",11:00,11.0,"3,3","13,6",14:00,84,90,Varias,66,08:40
2021-09-11,0201D,"BARCELONA, PORT OL�MPIC",BARCELONA,26,"23,0","0,0","19,5",05:30,"26,6",09:50,21.0,"3,3","9,4",14:40,81,90,04:50,62,09:50
2021-09-12,0201D,"BARCELONA, PORT OL�MPIC",BARCELONA,26,"24,8","0,1","22,0",06:30,"27,5",10:40,22.0,"3,1","9,2",15:40,87,90,Varias,79,09:50
2021-09-13,0201D,"BARCELONA, PORT OL�MPIC",BARCELONA,26,"25,0","0,0","22,1",05:40,"27,8",14:00,21.0,"4,7","10,8",12:00,87,92,15:50,76,13:50
2021-09-14,0201D,"BARCELONA, PORT OL�MPIC",BARCELONA,26,"26,3","0,0","24,2",23:59,"28,4",12:00,8.0,"2,2","10,6",23:40,91,93,Varias,88,12:00
2021-09-15,0201D,"BARCELONA, PORT OL�MPIC",BARCELONA,26,"25,0","0,6","21,8",23:59,"28,1",15:00,21.0,"3,9","13,9",23:50,86,93,Varias,70,15:00
2021-09-16,0201D,"BARCELONA, PORT OL�MPIC",BARCELONA,26,"23,8","0,0","20,5",06:30,"27,2",11:40,22.0,"2,5","9,4",00:10,81,93,00:00,64,09:00
2021-09-17,0201D,"BARCELONA, PORT OL�MPIC",BARCELONA,26,"24,4","0,0","21,2",06:00,"27,6",13:40,21.0,"4,2","11,1",14:20,73,90,03:00,52,13:40
2021-09-18,0201D,"BARCELONA, PORT OL�MPIC",BARCELONA,26,"23,4","11,5","20,8",15:20,"26,0",12:40,13.0,"3,6","7,8",12:20,85,93,Varias,74,07:50
2021-09-19,0201D,"BARCELONA, PORT OL�MPIC",BARCELONA,26,"21,0","0,0","17,6",06:10,"24,5",11:10,22.0,"4,7","10,8",14:10,62,89,00:00,45,03:10
2021-09-20,0201D,"BARCELONA, PORT OL�MPIC",BARCELONA,26,"20,0","11,4","15,7",18:20,"24,4",10:40,8.0,"6,1","13,3",18:00,79,93,18:10,53,10:20
2021-09-21,0201D,"BARCELONA, PORT OL�MPIC",BARCELONA,26,"19,4","0,0","16,5",01:00,"22,2",13:30,35.0,"1,7","7,5",03:10,65,88,00:00,57,16:40
2021-09-22,0201D,"BARCELONA, PORT OL�MPIC",BARCELONA,26,"21,0","1,1","18,8",Varias,"23,1",13:30,10.0,"7,5","14,2",11:50,75,84,Varias,61,08:50
2021-09-23,0201D,"BARCELONA, PORT OL�MPIC",BARCELONA,26,"21,2","1,7","18,4",08:20,"24,1",14:00,11.0,"5,8","13,9",05:40,81,89,08:10,62,04:40
2021-09-24,0201D,"BARCELONA, PORT OL�MPIC",BARCELONA,26,"21,3","0,0","18,4",04:50,"24,2",10:50,9.0,"5,6","9,2",16:00,81,92,Varias,61,10:30
2021-09-25,0201D,"BARCELONA, PORT OL�MPIC",BARCELONA,26,"23,8","0,0","21,3",03:00,"26,2",09:00,21.0,"2,5","7,2",15:20,87,93,21:50,72,08:50
2021-09-26,0201D,"BARCELONA, PORT OL�MPIC",BARCELONA,26,"25,0","0,0","21,1",23:59,"29,0",10:40,12.0,"3,6","10,0",15:40,70,92,00:00,42,10:20
2021-09-27,0201D,"BARCELONA, PORT OL�MPIC",BARCELONA,26,"23,5","0,0","19,4",05:40,"27,6",14:20,21.0,"2,5","8,3",13:10,73,92,Varias,55,08:50
2021-09-28,0201D,"BARCELONA, PORT OL�MPIC",BARCELONA,26,"22,2","0,0","19,3",04:40,"25,2",09:50,21.0,"4,7","11,1",14:00,82,90,00:00,72,14:00
2021-09-29,0201D,"BARCELONA, PORT OL�MPIC",BARCELONA,26,"22,1","10,9","20,0",11:50,"24,2",10:40,22.0,"1,9","12,5",15:40,85,92,11:50,79,Varias
2021-09-30,0201D,"BARCELONA, PORT OL�MPIC",BARCELONA,26,"21,5","0,0","19,4",05:00,"23,6",10:10,22.0,"3,3","9,2",15:50,83,90,Varias,64,09:20
2021-10-01,0201D,"BARCELONA, PORT OL�MPIC",BARCELONA,26,"20,6","0,0","17,3",06:00,"24,0",15:00,10.0,"3,6","7,5",Varias,88,91,Varias,82,15:10
2021-10-02,0201D,"BARCELONA, PORT OL�MPIC",BARCELONA,26,"20,9","0,0","17,8",05:20,"24,0",10:00,21.0,"3,3","9,7",14:00,87,91,Varias,78,09:20
2021-10-03,0201D,"BARCELONA, PORT OL�MPIC",BARCELONA,26,"20,7","25,6","17,0",23:59,"24,4",11:00,22.0,"5,8","12,8",07:10,89,93,Varias,65,22:10
2021-10-04,0201D,"BARCELONA, PORT OL�MPIC",BARCELONA,26,"16,1","4,7","14,3",05:30,"17,9",Varias,34.0,"2,5","8,1",05:30,87,94,03:30,77,15:10
2021-10-05,0201D,"BARCELONA, PORT OL�MPIC",BARCELONA,26,"19,1","0,0","13,8",03:30,"24,4",13:10,7.0,"2,8","10,0",22:30,58,90,03:00,41,12:30
2021-10-06,0201D,"BARCELONA, PORT OL�MPIC",BARCELONA,26,"18,6","0,0","16,9",23:59,"20,3",13:50,21.0,"3,6","9,2",15:10,79,88,Varias,68,08:50
2021-10-07,0201D,"BARCELONA, PORT OL�MPIC",BARCELONA,26,"18,5","0,0","15,1",06:00,"21,9",14:30,12.0,"3,9","12,2",22:50,81,89,Varias,56,22:50
2021-10-08,0201D,"BARCELONA, PORT OL�MPIC",BARCELONA,26,"18,7","0,0","15,7",05:50,"21,7",12:40,10.0,"3,1","8,9",00:10,72,87,Varias,57,00:00
2021-10-09,0201D,"BARCELONA, PORT OL�MPIC",BARCELONA,26,"19,0","1,0","16,9",04:40,"21,2",11:20,9.0,"1,9","7,5",08:30,85,91,17:10,75,11:20
2021-10-10,0201D,"BARCELONA, PORT OL�MPIC",BARCELONA,26,"18,6","0,0","16,7",05:00,"20,5",14:00,12.0,"2,2","7,5",11:30,77,90,02:00,65,13:30
2021-10-11,0201D,"BARCELONA, PORT OL�MPIC",BARCELONA,26,"18,7","0,0","15,0",06:40,"22,4",11:20,21.0,"2,2","7,2",15:20,77,89,Varias,60,09:50
2021-10-12,0201D,"BARCELONA, PORT OL�MPIC",BARCELONA,26,"18,4","0,0","14,3",06:30,"22,5",11:00,21.0,"2,8","7,5",12:20,79,88,Varias,58,10:50
2021-10-13,0201D,"BARCELONA, PORT OL�MPIC",BARCELONA,26,"18,7","0,0","15,2",05:40,"22,2",13:20,12.0,"3,3","8,3",16:10,69,89,Varias,58,15:50
2021-10-14,0201D,"BARCELONA, PORT OL�MPIC",BARCELONA,26,"18,0","0,0","15,2",06:20,"20,7",13:10,12.0,"3,1","7,2",10:00,69,88,23:59,58,10:40
2021-10-15,0201D,"BARCELONA, PORT OL�MPIC",BARCELONA,26,"19,5","0,0","15,3",06:00,"23,7",13:00,99.0,"2,2","7,8",Varias,77,93,Varias,66,13:30
2021-10-16,0201D,"BARCELONA, PORT OL�MPIC",BARCELONA,26,"19,4","0,0","16,9",Varias,"21,8",10:50,14.0,"2,5","6,1",15:50,83,92,Varias,70,12:30
2021-10-17,0201D,"BARCELONA, PORT OL�MPIC",BARCELONA,26,"18,8","0,0","16,2",07:20,"21,5",13:00,18.0,"1,9","5,8",13:20,85,90,Varias,78,13:40
2021-10-18,0201D,"BARCELONA, PORT OL�MPIC",BARCELONA,26,"20,0","0,0","17,2",03:40,"22,8",11:30,99.0,"2,2","4,2",Varias,88,92,19:10,82,10:20
2021-10-19,0201D,"BARCELONA, PORT OL�MPIC",BARCELONA,26,"20,0","0,0","17,3",Varias,"22,7",10:30,22.0,"4,4","10,3",14:30,88,92,Varias,77,15:30
2021-10-20,0201D,"BARCELONA, PORT OL�MPIC",BARCELONA,26,"20,8","0,0","19,0",23:59,"22,7",13:20,22.0,"3,9","10,8",13:40,80,89,Varias,74,13:50
2021-10-21,0201D,"BARCELONA, PORT OL�MPIC",BARCELONA,26,"18,6","0,4","16,7",05:40,"20,5",10:00,13.0,"2,5","7,5",11:20,86,91,10:20,81,Varias
2021-10-22,0201D,"BARCELONA, PORT OL�MPIC",BARCELONA,26,"18,3","0,0","15,3",07:40,"21,3",10:40,34.0,"2,5","5,8",08:20,82,90,07:10,61,10:40
2021-10-23,0201D,"BARCELONA, PORT OL�MPIC",BARCELONA,26,"16,2","0,0","13,1",06:30,"19,3",13:50,35.0,"2,8","8,1",08:10,72,89,Varias,58,10:40
2021-10-24,0201D,"BARCELONA, PORT OL�MPIC",BARCELONA,26,"17,5","0,0","12,8",06:30,"22,2",13:00,1.0,"3,3","5,8",03:50,76,91,Varias,53,10:00
2021-10-25,0201D,"BARCELONA, PORT OL�MPIC",BARCELONA,26,"17,2","0,0","13,9",06:20,"20,6",12:20,34.0,"2,5","6,7",02:00,86,91,Varias,75,Varias
2021-10-26,0201D,"BARCELONA, PORT OL�MPIC",BARCELONA,26,"17,2","0,0","13,8",05:40,"20,6",12:00,21.0,"3,9","8,6",15:10,82,91,Varias,61,15:30
2021-10-27,0201D,"BARCELONA, PORT OL�MPIC",BARCELONA,26,"17,0","0,0","13,7",06:50,"20,2",12:20,10.0,"4,2","8,3",19:10,76,86,Varias,62,11:40
2021-10-28,0201D,"BARCELONA, PORT OL�MPIC",BARCELONA,26,"16,6","0,0","12,5",06:50,"20,8",13:10,35.0,"2,2","6,1",04:50,81,90,Varias,62,10:10
2021-10-29,0201D,"BARCELONA, PORT OL�MPIC",BARCELONA,26,"18,2","14,8","14,4",02:00,"22,1",13:30,20.0,"2,2","13,6",20:10,85,94,Varias,67,13:20
2021-10-30,0201D,"BARCELONA, PORT OL�MPIC",BARCELONA,26,"19,4","4,9","17,0",02:40,"21,7",14:30,23.0,"2,2","14,7",09:00,92,94,11:10,87,15:20
2021-10-31,0201D,"BARCELONA, PORT OL�MPIC",BARCELONA,26,"20,4","1,4","16,8",05:40,"24,1",14:50,27.0,"3,3","8,6",15:00,90,94,Varias,63,17:00
2021-11-01,0201D,"BARCELONA, PORT OL�MPIC",BARCELONA,26,"19,1","0,0","15,3",23:50,"22,9",12:10,26.0,"3,6","11,4",17:40,67,93,Varias,38,15:40
2021-11-02,0201D,"BARCELONA, PORT OL�MPIC",BARCELONA,26,"16,3","0,1","13,0",07:10,"19,6",13:40,28.0,"3,1","10,8",06:10,55,65,23:50,47,13:40
2021-11-03,0201D,"BARCELONA, PORT OL�MPIC",BARCELONA,26,"14,0","0,1","11,6",23:59,"16,5",13:10,8.0,"4,2","9,2",16:40,68,81,06:00,51,13:10
2021-11-04,0201D,"BARCELONA, PORT OL�MPIC",BARCELONA,26,"13,1","0,3","9,5",07:00,"16,7",13:20,33.0,"2,5","8,3",04:10,73,89,23:50,65,10:20
2021-11-05,0201D,"BARCELONA, PORT OL�MPIC",BARCELONA,26,"12,6","0,0","9,2",06:50,"15,9",11:50,34.0,"2,8","7,8",07:50,72,89,00:00,59,11:40
2021-11-06,0201D,"BARCELONA, PORT OL�MPIC",BARCELONA,26,"13,5","0,0","8,2",05:30,"18,8",13:50,10.0,"2,5","12,5",15:50,44,64,01:30,36,13:50
2021-11-07,0201D,"BARCELONA, PORT OL�MPIC",BARCELONA,26,"13,7","0,0","8,6",06:50,"18,8",13:30,28.0,"1,9","7,2",14:20,51,64,00:20,36,Varias
2021-11-08,0201D,"BARCELONA, PORT OL�MPIC",BARCELONA,26,"13,6","0,0","9,3",06:00,"18,0",11:00,21.0,"2,2","6,7",13:50,69,86,Varias,48,10:50
2021-11-09,0201D,"BARCELONA, PORT OL�MPIC",BARCELONA,26,"13,4","0,4","10,2",05:30,"16,7",15:30,7.0,"3,9","12,2",15:30,62,86,00:00,45,15:10
2021-11-10,0201D,"BARCELONA, PORT OL�MPIC",BARCELONA,26,"14,1","13,7","12,3",15:40,"15,9",11:40,8.0,"3,1","10,3",00:50,83,93,Varias,70,01:20
2021-11-11,0201D,"BARCELONA, PORT OL�MPIC",BARCELONA,26,"16,0","1,4","14,0",01:00,"17,9",10:20,8.0,"8,3","18,1",13:30,88,92,Varias,72,03:40
2021-11-12,0201D,"BARCELONA, PORT OL�MPIC",BARCELONA,26,"17,6","0,4","15,4",07:00,"19,7",12:00,8.0,"3,9","11,7",13:10,72,83,Varias,57,14:10
2021-11-13,0201D,"BARCELONA, PORT OL�MPIC",BARCELONA,26,"16,8","0,0","14,6",06:20,"19,0",11:40,10.0,"1,9","8,3",10:30,77,89,23:00,64,09:30
2021-11-14,0201D,"BARCELONA, PORT OL�MPIC",BARCELONA,26,"13,8","4,2","11,7",23:59,"16,0",11:20,14.0,"3,3","11,4",19:00,84,93,Varias,73,10:10
2021-11-15,0201D,"BARCELONA, PORT OL�MPIC",BARCELONA,26,"13,1","0,1","10,8",07:00,"15,4",14:50,2.0,"1,1","5,3",09:40,75,93,Varias,61,14:10
2021-11-16,0201D,"BARCELONA, PORT OL�MPIC",BARCELONA,26,"12,8","1,5","10,5",09:20,"15,2",14:40,35.0,"3,1","6,7",23:10,73,89,10:00,64,07:20
2021-11-17,0201D,"BARCELONA, PORT OL�MPIC",BARCELONA,26,"13,5","0,0","10,1",06:00,"16,9",12:40,3.0,"2,5","8,3",04:10,73,88,21:10,55,12:00
2021-11-18,0201D,"BARCELONA, PORT OL�MPIC",BARCELONA,26,"12,6","0,0","9,4",07:00,"15,8",11:20,34.0,"2,2","6,7",06:20,71,87,22:30,57,11:10
2021-11-19,0201D,"BARCELONA, PORT OL�MPIC",BARCELONA,26,"12,4","0,0","8,2",07:00,"16,5",13:00,1.0,"2,2","5,0",05:50,84,91,Varias,76,Varias
2021-11-20,0201D,"BARCELONA, PORT OL�MPIC",BARCELONA,26,"11,8","0,0","7,6",07:00,"15,9",11:40,36.0,"1,7","8,6",22:20,81,92,Varias,69,11:40
2021-11-21,0201D,"BARCELONA, PORT OL�MPIC",BARCELONA,26,"14,4","0,5","11,8",07:00,"16,9",11:00,9.0,"2,2","5,0",11:50,89,92,Varias,67,10:40
2021-11-22,0201D,"BARCELONA, PORT OL�MPIC",BARCELONA,26,"13,1","0,0","10,8",07:00,"15,4",11:00,10.0,"4,4","11,1",20:00,85,91,02:00,70,23:00
2021-11-23,0201D,"BARCELONA, PORT OL�MPIC",BARCELONA,26,"13,2","14,4","11,2",Varias,"15,2",19:30,9.0,"11,7","20,8",15:30,85,94,15:50,73,00:10
2021-11-24,0201D,"BARCELONA, PORT OL�MPIC",BARCELONA,26,"12,2","5,7","9,5",21:50,"14,8",15:00,10.0,"9,4","16,9",07:00,88,93,Varias,76,18:20
2021-11-25,0201D,"BARCELONA, PORT OL�MPIC",BARCELONA,26,"11,4","4,7","9,4",23:59,"13,3",16:00,15.0,"4,4","16,9",04:10,77,93,08:50,68,Varias
2021-11-26,0201D,"BARCELONA, PORT OL�MPIC",BARCELONA,26,"10,8","0,0","8,4",06:00,"13,2",13:00,35.0,"1,1","9,7",11:00,70,81,Varias,61,Varias
2021-11-27,0201D,"BARCELONA, PORT OL�MPIC",BARCELONA,26,"9,2","0,0","6,0",23:59,"12,5",12:00,29.0,"3,9","12,2",12:10,66,77,Varias,58,15:20
2021-11-28,0201D,"BARCELONA, PORT OL�MPIC",BARCELONA,26,"8,0","0,0","5,3",06:00,"10,7",14:50,32.0,"5,3","16,7",16:50,65,77,Varias,51,14:50
2021-11-29,0201D,"BARCELONA, PORT OL�MPIC",BARCELONA,26,"9,8","0,0","5,3",06:00,"14,4",14:20,10.0,"1,9","16,1",18:40,56,82,18:40,43,11:30
2021-11-30,0201D,"BARCELONA, PORT OL�MPIC",BARCELONA,26,"10,5","0,0","6,5",02:50,"14,5",13:30,20.0,"2,2","5,3",14:50,78,87,21:50,73,00:00
2021-12-01,0201D,"BARCELONA, PORT OL�MPIC",BARCELONA,26,"11,7","2,1","8,5",01:00,"14,9",14:40,31.0,"2,2","10,6",17:40,77,88,01:10,62,16:00
2021-12-02,0201D,"BARCELONA, PORT OL�MPIC",BARCELONA,26,"11,3","0,0","8,4",23:59,"14,2",14:40,35.0,"2,5","10,0",20:40,67,92,03:00,30,20:50
2021-12-03,0201D,"BARCELONA, PORT OL�MPIC",BARCELONA,26,"9,1","0,0","4,9",07:30,"13,3",13:00,33.0,"2,2","10,3",03:00,67,77,07:00,38,00:00
