id,code,date,longitude,latitude,ref_system,nuts0_id,nuts0_name,nuts3_id,nuts3_name,lau_id,lau_name,type,validation,category,ai value,larvae,bite_count,bite_location,bite_time,map_link,Fecha
7eca833d-cda3-4a02-b682-31a53df3268e,A30H,2023-05-09 10:48:24.174094+00:00,2.1472348,41.4302733,WGS84,ES,España,ES511,Barcelona,ES_08019,Barcelona,site,1,storm_drain_water,,,,,,https://map.mosquitoalert.com/7eca833d-cda3-4a02-b682-31a53df3268e,2023-05-09
a3b1fb23-30eb-45b0-9142-9f4098aa1d32,dlk9,2022-05-26 11:44:19.297338+00:00,2.1539893,41.4331923,WGS84,ES,España,ES511,Barcelona,ES_08019,Barcelona,site,1,storm_drain_dry,,,,,,https://map.mosquitoalert.com/a3b1fb23-30eb-45b0-9142-9f4098aa1d32,2022-05-26
50df7620-1aac-43c7-9481-7d94046fa9cc,6RUZ,2022-05-31 08:11:30.345664+00:00,2.1812513,41.4301989,WGS84,ES,España,ES511,Barcelona,ES_08019,Barcelona,site,1,storm_drain_water,,,,,,https://map.mosquitoalert.com/50df7620-1aac-43c7-9481-7d94046fa9cc,2022-05-31
780ad973-5d75-498f-9227-0e39f8caf942,0418,2021-05-27 10:02:53.034017+00:00,2.15010519107391,41.4331679248839,WGS84,ES,España,ES511,Barcelona,ES_08019,Barcelona,site,1,storm_drain_dry,,,,,,https://map.mosquitoalert.com/780ad973-5d75-498f-9227-0e39f8caf942,2021-05-27
3c95b29b-78f5-4ef0-8cd3-0bda9d65777d,28pH,2021-04-26 12:01:40.351021+00:00,2.1743941,41.4206356,WGS84,ES,España,ES511,Barcelona,ES_08019,Barcelona,site,1,storm_drain_dry,,,,,,https://map.mosquitoalert.com/3c95b29b-78f5-4ef0-8cd3-0bda9d65777d,2021-04-26
7c9f1629-889b-49ea-9112-ef8d1822f78c,68Kc,2021-05-27 11:11:07.558056+00:00,2.14083384712431,41.4307425673113,WGS84,ES,España,ES511,Barcelona,ES_08019,Barcelona,site,1,storm_drain_dry,,,,,,https://map.mosquitoalert.com/7c9f1629-889b-49ea-9112-ef8d1822f78c,2021-05-27
7a382b5f-7ba9-475b-bfc6-1278f4dc1481,4J1H,2021-05-27 07:35:47.353326+00:00,2.1430981,41.4335736,WGS84,ES,España,ES511,Barcelona,ES_08019,Barcelona,site,1,storm_drain_dry,,,,,,https://map.mosquitoalert.com/7a382b5f-7ba9-475b-bfc6-1278f4dc1481,2021-05-27
cc28b9ef-8804-4d6c-8548-90a5644d027f,Mqpy,2024-04-22 07:49:45.193526+00:00,2.1917432,41.4458,WGS84,ES,España,ES511,Barcelona,ES_08019,Barcelona,site,1,storm_drain_water,,,,,,https://map.mosquitoalert.com/cc28b9ef-8804-4d6c-8548-90a5644d027f,2024-04-22
57970797-b910-415e-8e3a-bb1933bbe71c,6183,2023-05-09 10:37:02.210449+00:00,2.1441024,41.4303559,WGS84,ES,España,ES511,Barcelona,ES_08019,Barcelona,site,1,storm_drain_water,,,,,,https://map.mosquitoalert.com/57970797-b910-415e-8e3a-bb1933bbe71c,2023-05-09
12b848f7-a432-4edb-a00d-cfb7ca50d1f4,6qby,2023-05-24 09:03:41.137233+00:00,2.1740407,41.4092464,WGS84,ES,España,ES511,Barcelona,ES_08019,Barcelona,site,1,storm_drain_water,,,,,,https://map.mosquitoalert.com/12b848f7-a432-4edb-a00d-cfb7ca50d1f4,2023-05-24
7a3a247e-91cd-414d-8a82-e7b146ce2af7,kn24,2021-05-27 06:49:01.108692+00:00,2.1425795,41.4308489,WGS84,ES,España,ES511,Barcelona,ES_08019,Barcelona,site,1,storm_drain_dry,,,,,,https://map.mosquitoalert.com/7a3a247e-91cd-414d-8a82-e7b146ce2af7,2021-05-27
6c5e8fef-329a-4159-b53b-452ecd653670,O0PV,2023-05-15 11:58:25.356089+00:00,2.2004981703716,41.4467977838901,WGS84,ES,España,ES511,Barcelona,ES_08019,Barcelona,site,1,storm_drain_water,,,,,,https://map.mosquitoalert.com/6c5e8fef-329a-4159-b53b-452ecd653670,2023-05-15
3515c9a7-d495-4974-9aa7-8e3c32aabd4a,0tE6,2023-05-24 08:27:06.038119+00:00,2.16942,41.4084134,WGS84,ES,España,ES511,Barcelona,ES_08019,Barcelona,site,1,storm_drain_water,,,,,,https://map.mosquitoalert.com/3515c9a7-d495-4974-9aa7-8e3c32aabd4a,2023-05-24
